 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; JT_RMS ; R_ROT_OUT ; V_FE_ST ; V_FE_ROT ; V_PM ; V_COIL ; IT_HAT ; P_CU_TOT ; A_CU ; TZ_ROT ; TZ_ST ;
    0.2000000000000000E+01 ;    0.5000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.6511062886298249E+03 ;    0.2240092658138636E+04 ;    0.2400499001973739E+03 ;    0.1773777481197194E+02 ;    0.1454868963650765E+01 ;    0.1191978467364515E-01 ;    0.1028747709935300E+00 ;    0.6278642683708334E-04 ;   -0.2005004437191589E-04 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.1885364620400472E+03 ;    0.4480185316277272E+03 ;    0.4800998003947478E+02 ;    0.2219714492238599E+01 ;    0.3522439201527087E+00 ;    0.1491648138784339E-02 ;    0.2490740645717131E-01 ;    0.1092179990414965E-04 ;   -0.4399150580515619E-06 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.1649694042850413E+03 ;    0.4480185316277272E+03 ;    0.4800998003947478E+02 ;    0.2119640091294608E+01 ;    0.3522439201527087E+00 ;    0.1424398141349977E-02 ;    0.2490740645717131E-01 ;   -0.8625583151337575E-05 ;   -0.7672206063802320E-06 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.1466394704755923E+03 ;    0.4480185316277272E+03 ;    0.4800998003947478E+02 ;    0.2041804446115947E+01 ;    0.3522439201527087E+00 ;    0.1372092587789917E-02 ;    0.2490740645717131E-01 ;    0.3209532409326898E-04 ;   -0.5572937364998016E-06 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.1319755234280330E+03 ;    0.4480185316277272E+03 ;    0.4800998003947478E+02 ;    0.1979535929973019E+01 ;    0.3522439201527087E+00 ;    0.1330248144941869E-02 ;    0.2490740645717131E-01 ;   -0.8638289677426216E-05 ;   -0.2002688237295943E-06 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.3770729240800945E+03 ;    0.8960370632554544E+03 ;    0.9601996007894957E+02 ;    0.3020309699790535E+01 ;    0.3522439201527087E+00 ;    0.2029648118259240E-02 ;    0.2490740645717131E-01 ;    0.7137462248777775E-05 ;   -0.1548211785918080E-05 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.3299388085700826E+03 ;    0.8960370632554544E+03 ;    0.9601996007894957E+02 ;    0.2820160897902551E+01 ;    0.3522439201527087E+00 ;    0.1895148123390515E-02 ;    0.2490740645717131E-01 ;   -0.3164315571413902E-05 ;   -0.4796259019600597E-06 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.2932789409511846E+03 ;    0.8960370632554544E+03 ;    0.9601996007894957E+02 ;    0.2664489607545231E+01 ;    0.3522439201527087E+00 ;    0.1790537016270396E-02 ;    0.2490740645717131E-01 ;    0.1110770848737750E-04 ;   -0.9829854210307965E-06 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.2639510468560661E+03 ;    0.8960370632554544E+03 ;    0.9601996007894957E+02 ;    0.2539952575259374E+01 ;    0.3522439201527087E+00 ;    0.1706848130574300E-02 ;    0.2490740645717131E-01 ;   -0.7286975404175625E-05 ;   -0.7768325837129967E-06 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.5656093861201417E+03 ;    0.1344055594883182E+04 ;    0.1440299401184244E+03 ;    0.3820904907342470E+01 ;    0.3522439201527087E+00 ;    0.2567648097734140E-02 ;    0.2490740645717131E-01 ;   -0.5219338093770311E-05 ;   -0.2131088370786395E-05 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.4949082128551240E+03 ;    0.1344055594883182E+04 ;    0.1440299401184244E+03 ;    0.3520681704510494E+01 ;    0.3522439201527087E+00 ;    0.2365898105431053E-02 ;    0.2490740645717131E-01 ;    0.5161478835525513E-05 ;   -0.2291598952256445E-05 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.4399184114267769E+03 ;    0.1344055594883182E+04 ;    0.1440299401184244E+03 ;    0.3287174768974513E+01 ;    0.3522439201527087E+00 ;    0.2208981444750874E-02 ;    0.2490740645717131E-01 ;   -0.2938044415897478E-05 ;   -0.1898632762453711E-05 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.3959265702840992E+03 ;    0.1344055594883182E+04 ;    0.1440299401184244E+03 ;    0.3100369220545728E+01 ;    0.3522439201527087E+00 ;    0.2083448116206730E-02 ;    0.2490740645717131E-01 ;    0.2520505587090674E-04 ;   -0.2879522873787861E-06 ;
    0.1400000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.7541458481601890E+03 ;    0.1792074126510909E+04 ;    0.1920399201578991E+03 ;    0.4621500114894405E+01 ;    0.3522439201527087E+00 ;    0.3105648077209042E-02 ;    0.2490740645717131E-01 ;   -0.4865804866817879E-04 ;   -0.7698925707051249E-05 ;
    0.1600000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.6598776171401653E+03 ;    0.1792074126510909E+04 ;    0.1920399201578991E+03 ;    0.4221202511118437E+01 ;    0.3522439201527087E+00 ;    0.2836648087471591E-02 ;    0.2490740645717131E-01 ;   -0.2339978442684285E-04 ;   -0.2937573600513269E-05 ;
    0.1800000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.5865578819023691E+03 ;    0.1792074126510909E+04 ;    0.1920399201578991E+03 ;    0.3909859930403796E+01 ;    0.3522439201527087E+00 ;    0.2627425873231352E-02 ;    0.2490740645717131E-01 ;    0.2182382273045743E-04 ;   -0.2726202331273449E-05 ;
    0.2000000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.5279020937121321E+03 ;    0.1792074126510909E+04 ;    0.1920399201578991E+03 ;    0.3660785865832082E+01 ;    0.3522439201527087E+00 ;    0.2460048101839160E-02 ;    0.2490740645717131E-01 ;    0.1353424620659810E-04 ;   -0.2912691108118746E-05 ;
    0.1400000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.9426823102002361E+03 ;    0.2240092658138636E+04 ;    0.2400499001973739E+03 ;    0.5422095322446340E+01 ;    0.3522439201527087E+00 ;    0.3643648056683942E-02 ;    0.2490740645717131E-01 ;    0.2305030994121878E-04 ;    0.7686837310437140E-06 ;
    0.1600000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.8248470214252064E+03 ;    0.2240092658138636E+04 ;    0.2400499001973739E+03 ;    0.4921723317726380E+01 ;    0.3522439201527087E+00 ;    0.3307398069512129E-02 ;    0.2490740645717131E-01 ;   -0.1135508229310334E-04 ;   -0.5131677504229544E-05 ;
    0.1800000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.7331973523779614E+03 ;    0.2240092658138636E+04 ;    0.2400499001973739E+03 ;    0.4532545091833079E+01 ;    0.3522439201527087E+00 ;    0.3045870301711830E-02 ;    0.2490740645717131E-01 ;   -0.5382642593245254E-04 ;   -0.3403121707246228E-05 ;
    0.2000000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7500000000000000E+01 ;    0.6598776171401652E+03 ;    0.2240092658138636E+04 ;    0.2400499001973739E+03 ;    0.4221202511118436E+01 ;    0.3522439201527087E+00 ;    0.2836648087471591E-02 ;    0.2490740645717131E-01 ;    0.6623223666090620E-05 ;   -0.4131390705930128E-05 ;
