 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; JT_RMS ; V_FE_ST ; V_FE_ROT ; V_PM ; V_COIL ; IT_HAT ; P_CU_TOT ; A_CU ; TZ_ROT ; TZ_ST ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1912042866090153E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.4915472815243816E+03 ;    0.3827714531336439E+02 ;    0.3303197731843846E+00 ;    0.2706602901554283E+01 ;    0.1252976233577041E-03 ;   -0.5001398924845249E-04 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1673037507828884E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.4697977939226062E+03 ;    0.3827714531336439E+02 ;    0.3157041175159915E+00 ;    0.2706602901554283E+01 ;    0.1317347150233812E-03 ;   -0.4421547647136900E-04 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1487144451403452E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.4528815257878919E+03 ;    0.3827714531336439E+02 ;    0.3043363853294635E+00 ;    0.2706602901554283E+01 ;    0.1391089589756616E-03 ;   -0.3949089337841891E-04 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1338430006263107E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.4393485112801203E+03 ;    0.3827714531336439E+02 ;    0.2952421995802410E+00 ;    0.2706602901554283E+01 ;    0.1247671956528349E-03 ;   -0.3330746346158942E-04 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2868064299135230E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.5785452319314835E+03 ;    0.3827714531336439E+02 ;    0.3887823958579572E+00 ;    0.2706602901554283E+01 ;    0.2485501160114263E-03 ;   -0.1096155958681890E-03 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2509556261743326E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.5459210005288204E+03 ;    0.3827714531336439E+02 ;    0.3668589123553674E+00 ;    0.2706602901554283E+01 ;    0.2105111644104930E-03 ;   -0.9742416462356854E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2230716677105179E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.5205465983267489E+03 ;    0.3827714531336439E+02 ;    0.3498073140755755E+00 ;    0.2706602901554283E+01 ;    0.2150573223492375E-03 ;   -0.8157330670161014E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2007645009394661E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.5002470765650919E+03 ;    0.3827714531336439E+02 ;    0.3361660354517420E+00 ;    0.2706602901554283E+01 ;    0.2038243145764514E-03 ;   -0.7562587400587254E-04 ;
    0.1400000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3824085732180306E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.6655431823385854E+03 ;    0.3827714531336439E+02 ;    0.4472450185315297E+00 ;    0.2706602901554283E+01 ;    0.3402709298720132E-03 ;   -0.1853560366661460E-03 ;
    0.1600000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3346075015657768E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.6220442071350345E+03 ;    0.3827714531336439E+02 ;    0.4180137071947435E+00 ;    0.2706602901554283E+01 ;    0.2516361056323865E-03 ;   -0.1619089012391570E-03 ;
    0.1800000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2974288902806905E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.5882116708656060E+03 ;    0.3827714531336439E+02 ;    0.3952782428216875E+00 ;    0.2706602901554283E+01 ;    0.2966250841446169E-03 ;   -0.1419289424319986E-03 ;
    0.2000000000000000E+01 ;    0.4000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2676860012526214E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.5611456418500630E+03 ;    0.3827714531336439E+02 ;    0.3770898713232426E+00 ;    0.2706602901554283E+01 ;    0.2511130915692681E-03 ;   -0.1213067493904170E-03 ;
    0.1400000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4780107165225383E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.7525411327456875E+03 ;    0.3827714531336439E+02 ;    0.5057076412051024E+00 ;    0.2706602901554283E+01 ;    0.4146087067581842E-03 ;   -0.2492498012273543E-03 ;
    0.1600000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4182593769572209E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.6981674137412489E+03 ;    0.3827714531336439E+02 ;    0.4691685020341194E+00 ;    0.2706602901554283E+01 ;    0.4299787900634494E-03 ;   -0.2185804490382328E-03 ;
    0.1800000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3717861128508631E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.6558767434044631E+03 ;    0.3827714531336439E+02 ;    0.4407491715677995E+00 ;    0.2706602901554283E+01 ;    0.3687361205992905E-03 ;   -0.1997477409928878E-03 ;
    0.2000000000000000E+01 ;    0.5000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3346075015657767E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.6220442071350345E+03 ;    0.3827714531336439E+02 ;    0.4180137071947433E+00 ;    0.2706602901554283E+01 ;    0.3149643889965607E-03 ;   -0.1666021403166694E-03 ;
